user_id,day,Age,Height,Weight,Bmi,BmiClass,Gender,TargetWeight,ActivityLevel,DaysToGoal,Achieved,GoalType,BMI,TargetBMI,BMR,TDEE,Calorie_Target,Calorie_Deficit,preferred_body_part,운동1,운동부위1,운동시간1,소모칼로리1,운동2,운동부위2,운동시간2,소모칼로리2,운동3,운동부위3,운동시간3,소모칼로리3,운동4,운동부위4,운동시간4,소모칼로리4,총 운동시간,하루소모칼로리,breakfast_food_name,breakfast_portion,breakfast_carb,breakfast_protein,breakfast_fat,breakfast_calories,lunch_food_name,lunch_portion,lunch_carb,lunch_protein,lunch_fat,lunch_calories,snack_food_name,snack_portion,snack_carb,snack_protein,snack_fat,snack_calories,dinner_food_name,dinner_portion,dinner_carb,dinner_protein,dinner_fat,dinner_calories,총 식사섭취 칼로리
2,4,60,1.71,79.02,27.0236995998769,Overweight,Male,59.3,1,789,1,저지방 고단백,27.02369959987689,20.27974419479498,1563.9499999999998,1563.9499999999998,1063.9499999999998,500.0,,피클볼,스포츠,30,165.0,아크트레이너,유산소,30,255.0,박스 점프,하체,30,189.0,힐터치 사이드 킥 스쿼트,유산소,30,240.0,120,849.0,오징어채조림,117.3,29.75,27.59,5.75,281.51,잔멸치볶음,149.29,40.95,52.21,13.39,492.64,피자_슈퍼슈프림 피자 슈퍼시드 화이버 엣지 오리지널 (M),78.49,17.35,10.7,5.47,211.13,피자_골드프리미엄 불고기 피자 (L),112.01,47.79,19.86,16.8,422.27,1407.55
2,5,60,1.71,79.02,27.0236995998769,Overweight,Male,59.3,1,789,1,저지방 고단백,27.02369959987689,20.27974419479498,1563.9499999999998,1563.9499999999998,1063.9499999999998,500.0,,스위머 킥스,등,30,120.0,댄스,스포츠,30,165.0,웜업 엘립티컬 머신,유산소,30,186.0,수건 마운틴 클라이머,코어,30,180.0,120,651.0,오징어채무침,109.11,31.0,25.75,6.03,281.51,카스텔라,147.06,70.57,14.75,16.87,492.64,샌드위치_닭고기,84.45,17.64,13.75,9.45,211.13,피자_베이컨 피자 (L),137.1,55.43,18.85,13.93,422.27,1407.55
2,6,60,1.71,79.02,27.0236995998769,Overweight,Male,59.3,1,789,1,저지방 고단백,27.02369959987689,20.27974419479498,1563.9499999999998,1563.9499999999998,1063.9499999999998,500.0,등,스미스 머신 바벨 로우,등,30,186.0,헤드스탠드,등,30,141.0,케틀벨 로우,등,30,180.0,덤벨 W 레이즈,등,30,96.0,120,603.0,피자_크랩&립하우스 피자 슈퍼시드 화이버 엣지 오리지널 (M),85.31,24.29,12.42,6.93,281.51,피자_치즈바이트 피자 (L),89.73,50.76,26.74,20.32,492.64,오징어채무침,81.83,23.25,19.31,4.53,211.13,뱅어포구이,112.91,28.31,38.81,17.13,422.27,1407.55
2,7,60,1.71,79.02,27.0236995998769,Overweight,Male,59.3,1,789,1,저지방 고단백,27.02369959987689,20.27974419479498,1563.9499999999998,1563.9499999999998,1063.9499999999998,500.0,가슴,닐링 코브라 푸쉬업,가슴,30,144.0,펙덱 플라이,가슴,30,162.0,스탠딩 플라이,가슴,30,162.0,푸쉬업 플러스,가슴,30,168.0,120,636.0,피자_블랙타이거 슈림프 피자 슈퍼시드 화이버 엣지 오리지널 (M),94.15,25.54,14.14,5.63,281.51,치즈빵_치즈 푸가스,152.05,70.4,17.03,15.81,492.64,샌드위치_그릭치킨 샌드위치,114.75,25.5,14.02,5.74,211.13,피자_치즈크러스트 피자 (L),73.57,34.45,28.63,18.86,422.27,1407.55
3,1,60,1.55,74.7,31.0926118626431,Obese Class 1,Female,44.2,4,305,0,저지방 고단백,31.09261186264308,18.397502601456814,1254.75,5019.0,4519.0,500.0,가슴,와이드 푸쉬업,가슴,30,162.0,원 암 푸쉬업,가슴,30,174.0,링 딥,가슴,30,171.0,스탠딩 케이블 플라이,가슴,30,165.0,120,672.0,피자_아메리칸 미트볼 피자,185.51,102.88,49.94,32.11,903.42,머핀_휘낭시에 오레오,280.81,195.92,19.6,78.38,1580.98,츄러스_오리지널 링츄,148.92,104.24,13.61,22.98,677.56,머핀_휘낭시에 소보로,257.63,167.77,17.98,65.9,1355.13,4517.09
3,2,60,1.55,74.7,31.0926118626431,Obese Class 1,Female,44.2,4,305,0,저지방 고단백,31.09261186264308,18.397502601456814,1254.75,5019.0,4519.0,500.0,등,고릴라 로우,등,30,195.0,닐링 푸시업 로우,등,30,135.0,해머 스트렝스 MTS 하이 로우,등,30,195.0,스탠딩 백 스퀴즈,등,30,99.0,120,624.0,머핀_휘낭시에 약과,157.94,113.86,11.02,40.4,903.42,머핀_휘낭시에 소보로,300.57,195.73,20.98,76.89,1580.98,츄러스_흑임자 링츄,163.66,102.34,11.39,23.76,677.56,비스킷/쿠키/크래커_현미누룽지칩,336.26,293.66,26.9,7.83,1355.13,4517.09
3,3,60,1.55,74.7,31.0926118626431,Obese Class 1,Female,44.2,4,305,0,저지방 고단백,31.09261186264308,18.397502601456814,1254.75,5019.0,4519.0,500.0,하체,브이 스쿼트 머신 런지,하체,30,195.0,원 레그 스미스 머신 스쿼트,하체,30,204.0,덤벨 레그 익스텐션,하체,30,177.0,박스 점프 오버,하체,30,195.0,120,771.0,약과,226.42,192.21,9.51,10.76,903.42,피자_치즈바이트 피자 (L),287.98,162.91,85.82,65.23,1580.98,피자_아메리칸 미트볼 피자,139.13,77.16,37.45,24.08,677.56,머핀_게랑트쇼콜라 (L),252.82,156.75,11.88,75.59,1355.13,4517.09
3,4,60,1.55,74.7,31.0926118626431,Obese Class 1,Female,44.2,4,305,0,저지방 고단백,31.09261186264308,18.397502601456814,1254.75,5019.0,4519.0,500.0,하체,스미스 머신 카프 레이즈,하체,30,168.0,고블릿 스쿼트,하체,30,189.0,글루트 킥 백 앤 크로스,하체,30,168.0,케이블 루마니안 데드리프트,하체,30,198.0,120,723.0,약과,226.42,192.21,9.51,10.76,903.42,피자_아메리칸 미트볼 피자,324.64,180.04,87.39,56.19,1580.98,마늘빵,154.7,89.63,18.66,27.2,677.56,머핀_휘낭시에 소보로,257.63,167.77,17.98,65.9,1355.13,4517.09
3,5,60,1.55,74.7,31.0926118626431,Obese Class 1,Female,44.2,4,305,0,저지방 고단백,31.09261186264308,18.397502601456814,1254.75,5019.0,4519.0,500.0,등,라잉 리버스 푸시업,등,30,135.0,스위밍 (필라테스),등,30,120.0,폼롤러 롬보이드,등,30,111.0,해머 스트렝스 MTS 로우,등,30,192.0,120,558.0,비스킷/쿠키/크래커_현미누룽지칩,224.17,195.77,17.93,5.22,903.42,머핀_휘낭시에 로투스,295.51,199.29,20.63,75.59,1580.99,피자_아메리칸 미트볼 피자,139.13,77.16,37.45,24.08,677.56,피자_치즈바이트 피자 (L),246.84,139.64,73.56,55.91,1355.13,4517.1
3,6,60,1.55,74.7,31.0926118626431,Obese Class 1,Female,44.2,4,305,0,저지방 고단백,31.09261186264308,18.397502601456814,1254.75,5019.0,4519.0,500.0,하체,스미스 머신 와이드 스쿼트,하체,30,210.0,다리 찢기,하체,30,99.0,시티드 레그 컬,하체,30,165.0,사이드 런지,하체,30,186.0,120,660.0,크로플_생크림 애플잼 크로플,197.68,179.89,7.91,13.84,903.42,머핀_휘낭시에 소시지,237.03,132.29,27.57,93.7,1580.98,피자_아메리칸 미트볼 피자,139.13,77.16,37.45,24.08,677.56,피자_치즈크러스트 피자 (L),236.09,110.56,91.88,60.53,1355.13,4517.09
3,7,60,1.55,74.7,31.0926118626431,Obese Class 1,Female,44.2,4,305,0,저지방 고단백,31.09261186264308,18.397502601456814,1254.75,5019.0,4519.0,500.0,어깨,원 암 펙 덱 리어 델트,어깨,30,159.0,이지바 업라이트로우,어깨,30,168.0,덤벨 비하인드 넥 프레스,어깨,30,171.0,라잉 리어 레터럴 레이즈,어깨,30,162.0,120,660.0,비스킷/쿠키/크래커_약과 쿠키,199.87,156.82,9.23,24.6,903.42,머핀_휘낭시에 소시지,237.03,132.29,27.57,93.7,1580.98,매작과,164.06,108.46,12.32,21.57,677.56,스무디_쿠키 프라페,1303.01,1355.13,19.94,59.29,1355.13,4517.09
4,1,60,1.46,35.9,16.841808969788,Underweight,Female,53.3,1,696,0,벌크업,16.841808969787955,25.00469131169075,810.5,810.5,310.5,500.0,가슴,인클라인 케이블 벤치 프레스,가슴,30,168.0,퍼즈 벤치 프레스,가슴,30,174.0,딥스,가슴,30,174.0,로우 밴드 크로스오버,가슴,30,162.0,120,678.0,피자_불고기 피자 (L),70.76,18.47,10.47,4.58,178.31,프레즐_플레인 프레즐,116.43,58.72,12.94,2.98,312.04,떡볶이_간편조리세트_소불고기궁중떡볶이,113.33,22.89,6.19,1.93,133.73,피자_골드핫치킨 피자 (L),72.09,29.28,15.02,10.01,267.47,891.5500000000001
4,2,60,1.46,35.9,16.841808969788,Underweight,Female,53.3,1,696,0,벌크업,16.841808969787955,25.00469131169075,810.5,810.5,310.5,500.0,,플랭크,코어,30,156.0,크런치 머신,코어,30,159.0,원 암 덤벨 오버헤드 프레스,어깨,30,168.0,추천 다리 운동,하체,30,180.0,120,663.0,초밥_모듬,111.44,29.78,10.77,1.77,178.31,효모빵_쫄깃담백 토종효모빵,117.31,57.45,11.33,4.05,312.04,오리죽,86.28,17.21,6.47,4.31,133.73,피자_베이컨 피자 (L),86.84,35.11,11.94,8.82,267.47,891.5500000000001
4,3,60,1.46,35.9,16.841808969788,Underweight,Female,53.3,1,696,0,벌크업,16.841808969787955,25.00469131169075,810.5,810.5,310.5,500.0,,원 암 케틀벨 로우,등,30,174.0,리버스 펙덱 플라이,등,30,171.0,스파이더맨 푸쉬업,코어,30,168.0,스피드 풀,삼두,30,180.0,120,693.0,피자_블랙타이거 슈림프 피자 슈퍼시드 화이버 엣지 오리지널 (L),61.7,17.84,8.33,3.76,178.31,팥빵_호두과자,120.95,52.41,18.14,4.03,312.04,닭찜_간편조리세트_안동식 찜닭,98.33,19.06,7.1,3.26,133.73,피자_불고기 피자 (L),85.18,33.32,12.99,9.17,267.47,891.5500000000001
4,4,60,1.46,35.9,16.841808969788,Underweight,Female,53.3,1,696,0,벌크업,16.841808969787955,25.00469131169075,810.5,810.5,310.5,500.0,하체,헥스 바 스쿼트,하체,30,207.0,스탠딩 레그 컬,하체,30,162.0,덤벨 스텝업,하체,30,186.0,케틀벨 스태거드 데드리프트,하체,30,204.0,120,759.0,피자_치즈 피자 슈퍼시드 화이버 엣지 오리지널 (L),59.24,16.78,8.46,3.52,178.31,피자_치즈 피자 오리지널 (M),99.69,43.48,23.12,15.83,312.04,덮밥_오징어,99.06,21.73,7.11,1.99,133.73,피자_골드핫치킨 피자 (L),72.09,29.28,15.02,10.01,267.47,891.5500000000001
4,5,60,1.46,35.9,16.841808969788,Underweight,Female,53.3,1,696,0,벌크업,16.841808969787955,25.00469131169075,810.5,810.5,310.5,500.0,,로우 로우 머신,등,30,177.0,펙덱 플라이,가슴,30,162.0,중량 친 업,등,30,195.0,원 암 케이블 프론트 레이즈,어깨,30,159.0,120,693.0,피자_베스트 콰트로 피자 슈퍼시드 화이버 엣지 오리지널 (L),62.79,16.27,8.46,4.73,178.31,효모빵_쫄깃담백 토종효모빵 (H),117.31,57.45,11.33,4.05,312.04,녹두빈대떡_돼지고기,76.42,16.35,7.19,4.31,133.73,피자_페퍼로니 피자,87.12,32.78,14.11,8.71,267.46,891.54
4,6,60,1.46,35.9,16.841808969788,Underweight,Female,53.3,1,696,0,벌크업,16.841808969787955,25.00469131169075,810.5,810.5,310.5,500.0,가슴,정지 푸쉬업,가슴,30,165.0,링 딥,가슴,30,171.0,다이아몬드 푸쉬업,가슴,30,171.0,스탠딩 플라이,가슴,30,162.0,120,669.0,피자_베스트 콰트로 피자 슈퍼시드 화이버 엣지 오리지널 (L),62.79,16.27,8.46,4.73,178.31,베이글_트러플치즈 베이글,114.3,57.15,11.43,3.63,312.04,골뱅이무침_소면,122.69,23.2,6.15,1.8,133.73,팥빵_호두과자,103.67,44.92,15.55,3.45,267.47,891.5500000000001
4,7,60,1.46,35.9,16.841808969788,Underweight,Female,53.3,1,696,0,벌크업,16.841808969787955,25.00469131169075,810.5,810.5,310.5,500.0,가슴,코브라 푸쉬업,가슴,30,165.0,해머 벤치 프레스,가슴,30,171.0,스탠딩 케이블 플라이,가슴,30,165.0,푸쉬업 플러스,가슴,30,168.0,120,669.0,피자_치즈 피자 슈퍼시드 화이버 엣지 오리지널 (L),59.24,16.78,8.46,3.52,178.31,베이글_트러플치즈 베이글,114.3,57.15,11.43,3.63,312.04,회덮밥_모듬,92.23,16.38,8.39,3.83,133.73,피자_불고기 피자 (L),85.18,33.32,12.99,9.17,267.47,891.5500000000001
5,1,60,1.58,97.1,38.8960102547669,Obese Class 2,Female,69.1,1,1120,0,저지방 고단백,38.89601025476686,27.67985899695561,1497.5,1497.5,997.5,500.0,가슴,해머 스트렝스 MTS 인클라인 프레스,가슴,30,171.0,퍼즈 벤치 프레스,가슴,30,174.0,해머 벤치 프레스,가슴,30,171.0,비하인드 암 가슴 스트레칭,가슴,30,105.0,120,621.0,잔멸치볶음_풋고추,105.29,17.84,29.73,8.76,269.55,피자_치즈크러스트 피자 (L),82.18,38.48,31.98,21.07,471.71,오징어채조림,84.23,21.36,19.81,4.13,202.16,피자_베이컨 피자 (L),131.27,53.07,18.05,13.34,404.32,1347.74
5,2,60,1.58,97.1,38.8960102547669,Obese Class 2,Female,69.1,1,1120,0,저지방 고단백,38.89601025476686,27.67985899695561,1497.5,1497.5,997.5,500.0,어깨,후면 어깨 스트레칭,어깨,30,105.0,원 암 덤벨 오버헤드 프레스,어깨,30,168.0,케이블 익스터널 로테이션,어깨,30,162.0,덤벨 슈러그,어깨,30,162.0,120,597.0,오징어채조림,112.31,28.48,26.42,5.5,269.55,피자_복성로 불고기 피자,120.64,50.24,24.5,19.3,471.71,샌드위치_그릭치킨 샌드위치,109.87,24.41,13.43,5.49,202.16,피자_치즈크러스트 피자 (L),70.44,32.99,27.42,18.06,404.32,1347.74
5,3,60,1.58,97.1,38.8960102547669,Obese Class 2,Female,69.1,1,1120,0,저지방 고단백,38.89601025476686,27.67985899695561,1497.5,1497.5,997.5,500.0,,추천 유산소운동,유산소,30,210.0,스텝퍼,유산소,30,240.0,Google 피트니스,스포츠,30,105.0,줄넘기 2단 뛰기,유산소,30,300.0,120,855.0,피자_치즈 피자 슈퍼시드 화이버 엣지 오리지널 (L),89.55,25.36,12.79,5.33,269.55,피자_아메리칸 미트볼 피자,96.86,53.72,26.07,16.77,471.71,오징어채조림,84.23,21.36,19.81,4.13,202.16,피자_치즈 피자 오리지널 (M),129.18,56.33,29.96,20.51,404.32,1347.74
5,4,60,1.58,97.1,38.8960102547669,Obese Class 2,Female,69.1,1,1120,0,저지방 고단백,38.89601025476686,27.67985899695561,1497.5,1497.5,997.5,500.0,등,스탠딩 로우 스위칭 팜스,등,30,156.0,짐볼 백 익스텐션,등,30,114.0,엘싯 풀업,등,30,186.0,슬라이딩 레그 버드 독,등,30,126.0,120,582.0,오징어채무침,104.48,29.68,24.66,5.78,269.55,피자_복성로 불고기 피자,120.64,50.24,24.5,19.3,471.71,멸치볶음_풋고추,106.4,14.15,21.94,6.38,202.16,피자_페퍼로니 피자,131.7,49.55,21.32,13.17,404.32,1347.74
5,5,60,1.58,97.1,38.8960102547669,Obese Class 2,Female,69.1,1,1120,0,저지방 고단백,38.89601025476686,27.67985899695561,1497.5,1497.5,997.5,500.0,어깨,덤벨 프론트 레터럴 레이즈,어깨,30,165.0,스파이더 크롤,어깨,30,171.0,리버스 숄더 프레스 머신,어깨,30,168.0,스미스 머신 비하인드 넥 프레스,어깨,30,174.0,120,678.0,오징어채무침,104.48,29.68,24.66,5.78,269.55,피자_복성로 불고기 피자,120.64,50.24,24.5,19.3,471.71,북어찜,128.77,15.45,24.12,4.89,202.16,뱅어포구이,108.11,27.1,37.16,16.4,404.32,1347.74
5,6,60,1.58,97.1,38.8960102547669,Obese Class 2,Female,69.1,1,1120,0,저지방 고단백,38.89601025476686,27.67985899695561,1497.5,1497.5,997.5,500.0,가슴,핸드 릴리즈 푸쉬업,가슴,30,162.0,밴드 크로스오버,가슴,30,162.0,디클라인 덤벨 벤치 프레스,가슴,30,168.0,덤벨 플라이,가슴,30,168.0,120,660.0,오징어채볶음,98.02,29.18,21.6,7.42,269.55,피자_골드베이컨 피자 (L),124.79,56.14,21.4,17.97,471.71,피자_슈퍼슈프림 피자 슈퍼시드 화이버 엣지 오리지널 (M),75.15,16.62,10.24,5.24,202.16,피자_베이컨 피자 (L),131.27,53.07,18.05,13.34,404.32,1347.74
5,7,60,1.58,97.1,38.8960102547669,Obese Class 2,Female,69.1,1,1120,0,저지방 고단백,38.89601025476686,27.67985899695561,1497.5,1497.5,997.5,500.0,,하이 니 스킵스,유산소,30,255.0,웜업 트레드밀 러닝,유산소,30,195.0,스플릿 점프 박스,유산소,30,255.0,박스 점프,하체,30,189.0,120,894.0,피자_베이컨체더 피자 슈퍼시드 화이버 엣지 오리지널 (M),82.94,21.36,13.0,6.68,269.55,피자_골드베이컨 피자 (L),124.79,56.14,21.4,17.97,471.71,피자_슈퍼슈프림 피자 슈퍼시드 화이버 엣지 오리지널 (M),75.15,16.62,10.24,5.24,202.16,피자_페퍼로니 피자,131.7,49.55,21.32,13.17,404.32,1347.74
6,1,59,1.71,79.32,27.1262952703396,Overweight,Male,50.2,2,874,0,저지방 고단백,27.126295270339593,17.167675524092886,1571.9499999999998,3143.8999999999996,2643.8999999999996,500.0,어깨,숄더 탭,어깨,30,162.0,이지바 프론트 레이즈,어깨,30,162.0,패러럴 그립 펙 덱 리어 델트,어깨,30,165.0,엘보우 써클링 어깨 스트레칭,어깨,30,105.0,120,594.0,츄러스_크리미 인절미 링츄,153.78,85.22,12.78,19.82,565.9,스무디_쿠키 프라페,952.24,990.33,14.57,43.33,990.33,피자_치즈 피자 (L),133.89,58.54,18.77,12.8,424.43,피자_치즈바이트 피자 (L),154.62,87.47,46.08,35.02,848.85,2829.51
6,2,59,1.71,79.32,27.1262952703396,Overweight,Male,50.2,2,874,0,저지방 고단백,27.126295270339593,17.167675524092886,1571.9499999999998,3143.8999999999996,2643.8999999999996,500.0,하체,힙 어덕션 머신,하체,30,162.0,스텝박스 레그 컬,하체,30,168.0,브이 스쿼트 굿모닝,하체,30,201.0,스탠딩 덤벨 사이드킥,하체,30,174.0,120,705.0,도넛_추억의생도나스,131.91,72.72,23.68,28.74,565.9,머핀_휘낭시에 약과,173.13,124.81,12.08,44.29,990.33,피자_골드프리미엄 불고기 피자 (L),112.58,48.04,19.96,16.89,424.43,피자_아메리칸 미트볼 피자,174.3,96.67,46.92,30.17,848.85,2829.51
6,3,59,1.71,79.32,27.1262952703396,Overweight,Male,50.2,2,874,0,저지방 고단백,27.126295270339593,17.167675524092886,1571.9499999999998,3143.8999999999996,2643.8999999999996,500.0,등,원 암 랫 풀다운 머신,등,30,174.0,스위밍 (필라테스),등,30,120.0,케이블 하이 로우,등,30,171.0,시티드 백 스퀴즈,등,30,99.0,120,564.0,피자_치즈크러스트 피자 (L),98.59,46.17,38.37,25.28,565.9,도넛_추억의생도나스,230.85,127.27,41.44,50.3,990.33,피자_콤비네이션 피자,168.42,71.77,24.88,9.57,424.43,비스킷/쿠키/크래커_그릭요거트그래놀라바,197.87,141.34,11.3,25.45,848.85,2829.51
6,4,59,1.71,79.32,27.1262952703396,Overweight,Male,50.2,2,874,0,저지방 고단백,27.126295270339593,17.167675524092886,1571.9499999999998,3143.8999999999996,2643.8999999999996,500.0,,썰매,스포츠,30,180.0,줄넘기 2단 뛰기,유산소,30,300.0,러닝,유산소,30,315.0,걷기,유산소,30,150.0,120,945.0,피자_아메리칸 미트볼 피자,116.2,64.45,31.28,20.11,565.9,피자_치즈크러스트 피자 (L),172.53,80.8,67.15,44.24,990.33,피자_콤비네이션 피자,168.42,71.77,24.88,9.57,424.43,비스킷/쿠키/크래커_현미누룽지칩,210.63,183.95,16.85,4.91,848.85,2829.51
